symbol	P5482_SR_01	P5482_SR_02	P5482_SR_05	P5482_SR_06	P5482_SR_08	P5482_SR_09	P5482_SR_10	P5482_SR_11	P5482_SR_12	P5482_SR_13	P5482_SR_14	P5482_SR_15
Ift20	3058	2065	1880	2085	2437	2681	2220	2247	2493	3169	2980	3538
Ift22	2117	2034	1369	2116	2092	2025	1878	1729	1772	2447	2156	2336
Ift27	1344	1346	694	908	995	1233	947	1224	792	1527	1196	1168
Ift43	724	469	495	587	602	509	629	389	507	796	712	718
Ift46	2793	3487	2591	2221	3064	2596	3009	2560	2318	3821	3645	3320
Ift52	2685	3448	2889	2724	3543	2598	3393	2448	2803	3600	4003	3143
Ift57	1205	1479	944	847	1179	933	1032	896	1302	1743	1688	1749
Ift74	887	1288	978	1154	1272	913	1229	753	919	1315	1270	1293
Ift80	630	1463	1035	1151	1717	899	1662	742	1077	1548	1925	1459
Ift81	381	427	357	381	368	300	324	228	308	441	459	368
Ift88	469	1051	865	960	918	483	859	633	714	1026	1145	1051
Ift88os	3	8	8	0	7	0	16	16	7	14	22	12
Igbp1	4142	3714	3635	2927	3597	3648	3786	3011	3323	4195	4444	3965
Igbp1b	0	0	0	0	0	0	0	0	0	0	0	0
Igdcc3	1	0	0	0	0	0	0	0	2	0	1	0
Igdcc4	1	0	4	0	6	0	3	0	3	1	1	5
Igf1	13921	11545	16734	9888	16496	6006	15680	5457	20266	11597	23228	14195
Igf1os	250	27	82	0	174	18	156	30	109	14	158	29
Igf1r	596	1414	720	395	981	485	748	626	666	1209	1205	773
Igf2	0	0	0	0	0	0	0	0	10	0	0	0
Igf2bp1	5	6	0	0	3	0	6	17	2	4	0	7
Igf2bp2	901	614	757	657	1389	210	1126	172	1649	290	1482	445
Igf2bp3	157	348	154	35	143	113	106	94	160	181	359	79
Igf2os	0	0	0	0	0	0	0	0	0	6	0	0
Igf2r	6463	22196	8295	27808	23635	13505	18141	17843	18831	38591	32209	26764
Igfals	1	3	9	0	5	0	4	0	2	8	4	3
Igfbp1	0	0	0	0	0	0	0	0	0	0	0	0
Igfbp2	1	0	1	0	0	0	0	0	0	0	0	0
Igfbp3	22	0	0	0	0	0	4	0	13	3	0	1
Igfbp4	20974	15239	13225	5437	10949	11511	8705	11422	8325	12713	15222	6736
Igfbp5	34	11	1	23	3	6	1	8	6	3	3	8
Igfbp6	189	47	43	69	45	48	47	47	85	75	63	61
Igfbp7	84	7	8	0	5	4	1	1	16	14	2	22
Igfbpl1	2	1	1	0	1	0	1	1	0	2	0	1
Igfl3	0	0	0	0	0	0	0	0	0	0	0	0
Igflr1	0	0	0	0	0	0	0	0	0	0	0	0
Igfn1	0	4	0	0	0	4	1	0	1	2	0	3
Igha	289	165	47	235	6	259	14	30	200	21	5	71
Ighd	45	9	24	0	40	0	38	0	22	2	8	0
Ighd1-1	0	0	0	0	0	0	3	0	0	0	0	0
Ighd2-3	0	0	0	0	0	0	0	0	0	0	0	0
Ighd2-4	0	0	0	0	0	0	0	0	0	0	0	0
Ighd2-5	0	0	0	0	0	0	0	0	0	1	0	0
Ighd2-6	0	0	0	0	0	0	0	0	0	0	2	0
Ighd2-7	0	0	0	0	0	0	0	0	0	0	0	1
Ighd2-8	0	0	0	0	0	0	0	0	0	0	0	0
Ighd3-1	0	0	0	0	0	0	1	0	0	0	0	0
Ighd3-2	0	0	0	0	0	0	0	0	0	1	0	0
Ighd4-1	0	0	0	0	0	0	2	0	0	0	3	0
Ighd5-1	0	0	0	0	0	0	0	0	0	0	0	0
Ighd5-2	4	0	0	0	0	0	0	0	0	0	0	0
Ighd5-3	0	0	0	0	0	0	0	0	0	0	0	0
Ighd5-4	0	0	0	0	0	0	0	0	0	0	0	0
Ighd5-5	0	0	0	0	0	0	0	0	0	0	0	0
Ighd5-6	0	0	0	0	0	0	0	0	0	0	0	0
Ighd5-7	0	0	0	0	0	0	0	0	0	0	0	0
Ighd5-8	0	0	0	0	0	0	0	0	0	1	0	0
Ighd6-1	0	0	0	0	0	0	0	0	1	0	0	0
Ighd6-2	0	0	0	0	1	0	0	0	0	0	0	0
Ighe	0	0	0	0	0	0	0	0	0	0	0	0
Ighg1	7	11	0	0	0	7	0	5	18	1	1	3
Ighg2b	21	6	5	24	0	10	3	1	17	2	0	10
Ighg2c	3	6	2	0	1	4	1	0	9	0	0	9
Ighg3	0	0	2	0	0	11	1	0	0	0	1	2
Ighj1	4	7	18	0	32	0	19	2	5	0	13	0
Ighj2	0	0	15	0	18	0	17	0	16	0	14	0
Ighj3	0	1	20	0	16	0	23	0	5	0	15	0
Ighj4	1	0	30	0	36	0	19	0	16	0	19	0
Ighm	6781	3573	11903	408	11737	1822	10277	2010	10551	3658	15602	2879
Ighmbp2	688	872	660	856	948	472	779	595	794	1184	1231	781
Ighv1-1	0	0	0	0	0	0	0	0	0	0	0	0
Ighv1-10	0	0	0	0	0	0	0	0	0	0	0	0
Ighv1-11	0	0	0	0	0	0	0	0	0	0	0	1
Ighv1-12	0	0	0	0	0	4	0	0	0	0	3	0
Ighv1-13	0	0	0	0	0	0	0	0	0	0	0	0
Ighv1-14	0	0	0	0	0	0	0	0	0	0	0	0
Ighv1-15	2	3	0	0	0	0	0	0	0	0	0	0
Ighv1-16	0	0	0	0	0	0	0	0	0	2	0	0
Ighv1-17	0	0	0	0	0	0	0	0	0	0	0	0
Ighv1-17-1	0	0	0	0	0	0	0	0	0	0	0	0
Ighv1-18	0	0	0	0	0	0	0	0	0	0	0	0
Ighv1-19	0	0	0	0	0	0	0	0	0	0	0	0
Ighv1-19-1	0	0	0	0	0	0	0	0	0	0	0	0
Ighv1-2	0	0	0	0	0	0	0	0	1	0	1	0
Ighv1-20	0	0	0	0	0	0	0	0	0	0	0	0
Ighv1-21	0	0	0	0	0	0	1	0	0	0	0	0
Ighv1-21-1	0	0	0	0	0	0	0	0	2	0	0	0
Ighv1-22	4	0	0	0	0	0	0	0	0	0	0	0
Ighv1-23	0	0	0	0	0	0	0	0	1	0	0	0
Ighv1-24	0	0	0	0	0	0	0	0	0	0	0	1
Ighv1-25	0	0	0	0	0	0	3	0	0	1	0	0
Ighv1-26	5	7	0	0	0	0	0	0	0	0	0	5
Ighv1-27	0	0	0	0	0	0	0	0	0	0	0	0
Ighv1-28	0	0	0	0	0	0	0	0	0	0	0	1
Ighv1-29	0	0	0	0	0	0	0	0	5	0	0	0
Ighv1-3	0	0	0	0	0	0	0	0	0	0	0	0
Ighv1-30	0	0	0	0	0	0	0	0	0	0	0	0
Ighv1-31	0	0	0	0	0	0	0	0	0	0	0	0
Ighv1-32	0	0	0	0	0	0	0	0	0	0	0	0
Ighv1-33	0	0	0	0	0	0	0	0	0	0	0	0
Ighv1-34	0	0	0	0	0	0	0	0	1	0	0	0
Ighv1-35	0	0	0	0	0	0	0	0	0	0	0	0
Ighv1-36	0	0	0	0	0	0	0	0	0	0	0	0
Ighv1-37	0	0	0	0	0	0	0	0	2	0	0	0
Ighv1-38	0	0	0	0	0	0	0	0	0	0	0	0
Ighv1-39	0	0	0	0	0	4	0	0	2	0	0	0
Ighv1-4	0	0	0	0	0	0	0	0	0	0	0	0
Ighv1-40	0	0	0	0	0	0	0	0	0	0	0	1
Ighv1-41	46	2	0	0	8	0	2	1	6	4	6	6
Ighv1-42	1	0	0	0	0	0	0	0	2	0	0	0
Ighv1-43	0	0	0	0	0	7	2	0	0	0	0	0
Ighv1-44	0	0	2	0	0	0	0	0	0	0	0	0
Ighv1-45	0	0	0	0	0	0	0	0	1	1	0	3
Ighv1-46	0	0	0	0	0	0	0	0	0	0	0	0
Ighv1-47	0	0	0	0	0	0	0	0	0	0	0	0
Ighv1-48	0	0	0	0	0	0	0	0	0	0	0	0
Ighv1-49	0	0	0	0	0	0	0	0	0	0	0	0
Ighv1-5	0	1	0	0	0	0	0	0	0	0	0	0
Ighv1-50	0	0	0	0	0	0	0	0	0	0	0	0
Ighv1-51	0	0	0	0	0	0	2	0	0	0	0	0
Ighv1-52	4	0	0	0	0	0	0	0	0	1	0	1
Ighv1-53	9	0	0	0	3	10	0	0	0	1	0	2
Ighv1-54	11	0	0	0	1	0	0	2	0	1	0	1
Ighv1-55	0	0	0	0	0	0	0	0	3	1	0	0
Ighv1-56	0	0	0	0	0	0	0	0	0	0	0	0
Ighv1-57	0	0	0	0	0	0	0	0	0	0	0	0
Ighv1-58	70	3	19	0	17	6	11	6	15	8	14	17
Ighv1-59	4	0	0	0	0	0	0	0	0	0	0	0
Ighv1-6	4	0	0	0	0	0	0	0	0	0	0	0
Ighv1-60	0	0	0	0	0	0	0	0	0	0	0	0
Ighv1-61	0	0	0	0	0	0	0	0	0	0	0	0
Ighv1-62	0	0	0	0	0	0	0	0	0	0	0	0
Ighv1-62-1	0	0	0	0	0	0	0	0	0	0	0	0
Ighv1-62-2	3	0	0	34	0	0	0	0	0	0	0	0
Ighv1-62-3	0	0	0	0	0	0	0	0	0	0	0	0
Ighv1-63	0	0	0	0	0	0	0	0	0	0	0	0
Ighv1-64	3	0	0	10	0	0	4	0	0	0	0	0
Ighv1-65	0	0	0	0	0	0	0	0	0	0	0	0
Ighv1-66	0	0	0	0	0	0	0	0	0	0	0	0
Ighv1-67	0	0	0	0	0	0	0	0	0	0	0	0
Ighv1-68	0	0	0	0	0	0	0	0	0	0	0	0
Ighv1-69	0	0	0	0	0	12	0	0	0	1	0	3
Ighv1-7	2	0	0	12	0	0	2	0	3	0	0	0
Ighv1-70	0	0	1	0	0	0	1	0	0	2	0	0
Ighv1-71	0	1	0	0	0	0	0	0	0	0	0	0
Ighv1-72	9	2	0	0	0	0	1	4	0	0	0	1
Ighv1-73	8	0	0	0	0	0	0	0	0	4	0	0
Ighv1-74	0	0	0	0	0	0	0	0	0	0	0	0
Ighv1-75	0	2	0	0	0	0	0	0	0	2	0	0
Ighv1-76	1	0	0	0	0	0	0	0	0	0	0	0
Ighv1-77	4	0	0	0	0	0	0	0	0	1	0	0
Ighv1-78	0	2	0	17	0	0	0	0	0	0	0	1
Ighv1-79	0	0	0	0	0	0	0	0	0	0	0	0
Ighv1-8	0	0	0	0	0	0	0	0	0	0	3	0
Ighv1-80	1	2	1	0	0	0	3	0	0	1	0	1
Ighv1-81	1	0	0	0	0	0	0	0	0	0	0	1
Ighv1-82	0	0	0	0	0	0	0	0	0	0	0	0
Ighv1-83	0	0	0	0	0	0	0	0	0	1	0	0
Ighv1-84	1	0	0	0	0	0	0	0	0	0	0	0
Ighv1-85	0	1	0	0	0	0	0	2	1	0	0	0
Ighv1-86	0	0	0	0	0	0	0	0	0	0	0	0
Ighv1-9	2	1	0	0	2	0	0	0	0	0	0	0
Ighv10-1	8	0	4	0	0	0	0	0	2	0	3	0
Ighv10-2	0	0	0	0	0	0	0	0	0	0	2	2
Ighv10-3	0	0	0	0	0	0	0	0	0	0	0	3
Ighv10-4	0	0	0	0	0	0	0	0	0	0	0	0
Ighv11-1	0	0	0	0	0	0	0	0	0	0	0	0
Ighv11-2	0	0	0	0	0	0	1	0	0	1	1	0
Ighv12-1	0	0	0	0	0	0	0	0	0	0	0	0
Ighv12-2	0	0	0	0	0	0	0	0	0	0	0	0
Ighv12-3	0	0	0	0	0	0	0	0	0	0	0	0
Ighv13-1	0	0	0	0	0	0	0	0	0	0	0	0
Ighv13-2	0	0	0	0	0	0	0	0	0	0	3	0
Ighv14-1	0	0	0	0	0	0	0	0	0	0	0	0
Ighv14-2	0	0	0	0	0	9	0	0	2	0	0	1
Ighv14-3	0	0	0	0	0	1	0	0	0	0	0	2
Ighv14-4	0	0	0	0	0	0	0	0	0	1	0	1
Ighv15-1	0	0	0	0	0	0	0	0	0	0	0	0
Ighv15-2	0	0	0	0	0	0	0	0	0	0	0	0
Ighv16-1	0	0	0	0	0	0	0	0	0	0	0	0
Ighv2-1	0	0	0	0	0	0	0	0	0	0	0	0
Ighv2-2	0	0	0	0	0	0	0	0	1	0	0	3
Ighv2-3	6	0	0	0	0	0	0	0	0	0	0	0
Ighv2-4	0	0	0	0	0	0	0	0	0	0	0	0
Ighv2-5	2	4	0	11	0	0	0	0	2	0	0	5
Ighv2-6	2	0	0	24	0	0	0	0	0	0	0	0
Ighv2-6-8	0	1	0	0	0	0	0	0	0	0	0	0
Ighv2-7	0	0	0	0	0	0	0	0	0	0	0	0
Ighv2-8	0	0	0	0	0	0	0	0	0	0	0	0
Ighv2-9	2	0	0	0	0	0	0	0	2	0	0	0
Ighv2-9-1	3	0	0	0	0	0	0	0	0	0	0	0
Ighv3-1	0	0	0	0	0	0	0	0	0	0	0	2
Ighv3-2	0	0	0	0	0	0	0	0	0	0	0	0
Ighv3-3	2	0	0	0	0	0	0	0	0	1	0	0
Ighv3-4	0	0	0	0	0	0	0	0	0	0	0	0
Ighv3-5	0	0	0	0	0	0	0	0	0	0	0	0
Ighv3-6	3	5	0	0	0	1	0	0	0	0	0	1
Ighv3-7	0	0	0	0	0	0	0	0	3	0	0	0
Ighv3-8	0	0	0	0	0	0	0	0	0	0	0	0
Ighv4-1	0	0	0	0	0	0	0	0	0	0	0	0
Ighv4-2	0	0	0	0	0	0	0	0	0	0	0	0
Ighv5-1	0	0	0	0	0	0	0	0	0	0	0	0
Ighv5-10	0	0	0	0	0	0	0	0	0	0	0	0
Ighv5-11	0	0	0	0	0	0	0	0	0	0	0	3
Ighv5-12	0	0	0	0	0	0	0	0	0	0	0	0
Ighv5-12-4	0	0	0	0	0	0	0	0	0	0	0	0
Ighv5-13	0	0	0	0	0	0	0	0	0	0	0	0
Ighv5-15	2	0	0	0	0	0	0	0	0	0	0	1
Ighv5-16	4	2	0	0	0	0	0	0	0	0	0	2
Ighv5-17	0	2	2	0	0	0	0	0	1	0	0	1
Ighv5-18	0	0	0	0	0	0	0	0	2	0	0	0
Ighv5-19	0	0	0	0	0	0	0	0	0	0	0	0
Ighv5-2	0	0	0	0	0	0	0	0	0	0	0	0
Ighv5-21	0	0	0	0	0	0	0	0	0	0	0	0
Ighv5-3	0	0	0	0	0	0	0	0	0	0	0	0
Ighv5-4	0	0	0	0	0	0	0	0	0	0	0	0
Ighv5-5	0	0	0	0	0	0	0	0	0	2	0	0
Ighv5-6	0	0	0	0	0	0	0	0	4	0	0	0
Ighv5-7	0	0	0	0	0	0	0	0	0	0	0	0
Ighv5-8	0	0	0	0	0	0	0	0	0	0	0	0
Ighv5-9	0	0	0	28	0	0	0	0	0	0	0	0
Ighv5-9-1	0	3	0	0	0	0	0	0	0	0	0	0
Ighv6-1	0	0	0	0	0	0	0	0	0	0	0	0
Ighv6-2	0	0	0	0	0	0	0	0	0	2	0	0
Ighv6-3	5	0	0	0	2	0	0	1	4	0	1	0
Ighv6-4	0	0	0	0	2	0	2	0	1	0	0	0
Ighv6-5	0	0	0	0	0	0	0	0	0	0	0	0
Ighv6-6	6	0	0	0	0	0	2	0	0	0	2	1
Ighv6-7	0	0	0	0	0	0	0	0	1	0	0	0
Ighv7-1	0	3	0	0	0	0	0	2	0	0	1	0
Ighv7-2	0	0	0	0	0	5	0	0	0	0	0	0
Ighv7-3	2	0	0	0	0	0	1	0	0	0	0	0
Ighv7-4	0	0	0	0	0	0	0	0	0	2	0	0
Ighv8-1	0	0	0	0	0	0	0	0	0	0	0	0
Ighv8-10	0	0	0	0	0	0	0	0	0	1	0	0
Ighv8-11	0	0	0	0	0	0	0	0	0	1	0	0
Ighv8-12	0	0	0	0	0	0	0	3	0	0	0	0
Ighv8-13	0	0	0	0	0	0	0	0	0	0	0	0
Ighv8-14	0	0	0	0	0	0	0	0	1	0	0	0
Ighv8-15	0	0	0	0	0	0	0	0	0	0	0	0
Ighv8-16	0	0	0	0	0	0	0	0	0	0	0	0
Ighv8-2	0	0	0	0	1	0	0	0	0	0	0	0
Ighv8-3	0	0	0	0	0	0	0	0	0	0	0	0
Ighv8-4	0	0	0	0	0	0	0	0	0	0	0	0
Ighv8-5	0	0	0	0	0	0	0	0	0	0	0	0
Ighv8-6	3	8	2	0	2	0	0	0	4	2	1	0
Ighv8-7	0	0	0	0	0	0	0	0	0	0	0	0
Ighv8-8	0	0	0	0	0	0	0	0	4	0	0	0
Ighv8-9	0	0	0	0	0	0	0	0	0	0	0	0
Ighv9-1	0	0	0	0	0	0	0	0	0	0	0	0
Ighv9-2	0	0	1	0	0	0	0	0	0	0	0	0
Ighv9-3	7	0	0	0	0	0	0	0	3	3	0	0
Ighv9-4	0	0	0	0	0	0	0	0	0	0	0	0
Igip	389	535	521	594	802	350	729	361	556	653	976	593
Igkc	134	129	103	81	1	83	17	67	196	38	8	54
Igkj1	0	0	0	0	0	0	0	0	0	0	0	0
Igkj2	4	0	0	0	0	0	0	0	0	0	0	0
Igkj3	0	0	1	0	0	0	0	0	0	0	0	0
Igkj4	0	0	0	0	0	0	0	0	0	0	0	0
Igkj5	1	0	0	0	0	0	0	0	0	0	0	0
Igkv1-108	0	0	0	0	0	0	0	0	0	0	0	0
Igkv1-110	5	10	3	0	0	14	0	0	9	4	0	7
Igkv1-115	0	0	0	0	0	0	0	0	0	0	0	0
Igkv1-117	3	6	4	14	0	4	0	0	1	3	0	0
Igkv1-122	0	0	0	0	0	0	0	0	0	0	0	0
Igkv1-131	0	0	0	0	0	0	0	0	0	0	0	0
Igkv1-132	0	0	0	0	0	0	0	0	3	0	0	1
Igkv1-133	4	0	0	0	0	1	0	0	0	0	0	0
Igkv1-135	2	3	0	0	1	1	0	0	1	0	0	3
Igkv1-136	0	0	0	0	0	0	0	0	0	0	0	0
Igkv1-35	0	0	0	0	0	0	0	0	0	0	0	0
Igkv1-88	0	0	0	0	0	0	0	0	1	0	0	0
Igkv1-99	0	0	0	0	0	0	0	0	0	0	0	0
Igkv10-94	4	0	1	22	0	8	0	0	2	4	0	0
Igkv10-95	0	0	0	0	0	0	0	0	0	2	0	0
Igkv10-96	8	11	2	0	0	8	1	0	2	0	0	4
Igkv11-106	0	0	0	0	0	0	0	0	0	3	0	0
Igkv11-114	0	0	0	0	0	0	0	0	0	0	0	0
Igkv11-118	0	0	0	0	0	0	0	0	0	0	0	0
Igkv11-125	0	0	0	0	0	0	0	0	0	0	0	0
Igkv12-38	0	0	0	0	0	0	0	0	1	0	0	1
Igkv12-40	0	0	0	0	0	0	0	0	0	0	0	0
Igkv12-41	0	0	0	0	0	0	1	0	2	0	0	0
Igkv12-42	0	0	0	0	0	0	0	0	2	0	0	0
Igkv12-44	2	6	2	0	0	0	0	0	4	0	0	1
Igkv12-46	6	0	0	0	0	0	0	2	1	0	0	1
Igkv12-47	0	0	0	0	0	0	0	0	0	0	0	0
Igkv12-49	0	0	0	0	0	0	0	0	0	0	0	0
Igkv12-66	0	0	0	0	0	0	0	0	0	0	0	0
Igkv12-67	0	0	0	0	0	0	0	0	0	0	0	0
Igkv12-89	0	2	1	0	0	0	0	0	9	0	0	0
Igkv12-98	2	0	0	0	0	0	0	0	1	1	0	0
Igkv13-54-1	0	0	0	0	0	0	0	0	0	0	0	0
Igkv13-55-1	0	0	0	0	0	0	0	0	0	0	0	0
Igkv13-56-1	0	0	0	0	0	0	0	0	0	0	0	0
Igkv13-57-1	0	0	0	0	0	0	1	0	0	0	0	0
Igkv13-57-2	0	0	0	0	0	0	0	0	0	0	0	0
Igkv13-61-1	0	0	0	0	0	0	0	0	0	0	1	0
Igkv13-62-1	0	0	0	0	0	0	0	0	0	0	0	0
Igkv13-64	0	0	0	0	0	0	0	0	0	0	0	0
Igkv13-71-1	0	0	0	0	0	0	0	0	0	0	0	0
Igkv13-73-1	0	0	0	0	0	0	0	0	0	0	0	0
Igkv13-74-1	0	0	0	0	0	0	0	0	0	0	0	0
Igkv13-76	0	0	0	0	0	0	0	0	0	0	0	0
Igkv13-78-1	0	0	0	0	0	0	0	0	0	0	0	0
Igkv13-80-1	0	0	0	0	0	0	0	0	0	0	0	0
Igkv13-82	0	0	0	0	0	0	0	0	0	0	0	0
Igkv13-84	0	0	0	0	0	0	0	0	1	0	0	0
Igkv13-85	0	0	4	0	0	0	0	0	2	0	0	0
Igkv13-87	0	0	0	0	0	0	0	0	0	0	0	0
Igkv14-100	0	3	0	0	0	0	0	0	1	0	0	0
Igkv14-111	0	0	6	0	0	0	0	0	2	0	0	3
Igkv14-118-1	0	0	0	0	0	0	0	0	0	2	0	0
Igkv14-118-2	0	0	0	0	0	0	0	0	0	0	0	0
Igkv14-126	0	4	1	0	0	11	0	0	0	0	0	0
Igkv14-126-1	0	0	0	0	0	0	0	0	0	0	0	0
Igkv14-130	0	0	0	0	2	0	0	0	0	0	0	0
Igkv14-134-1	0	0	0	0	0	0	0	0	0	0	0	0
Igkv15-101	0	0	0	0	0	0	0	0	0	2	0	0
Igkv15-101-1	0	0	0	0	0	0	1	0	0	0	0	0
Igkv15-102	0	2	0	0	0	0	0	0	0	0	0	0
Igkv15-103	2	1	2	0	0	0	0	0	4	0	0	0
Igkv15-97	0	0	0	0	0	0	0	0	0	0	0	3
Igkv16-104	7	4	0	0	0	0	2	1	1	1	0	0
Igkv17-121	1	1	1	0	0	8	5	0	4	0	0	0
Igkv17-127	3	3	2	0	0	13	0	0	0	0	0	0
Igkv17-134	0	0	0	0	0	0	0	0	0	0	0	0
Igkv18-36	0	0	0	0	0	0	0	0	0	0	0	0
Igkv19-93	0	0	1	0	0	3	0	0	1	0	0	1
Igkv2-105	0	0	0	0	0	0	0	0	0	0	0	0
Igkv2-107	0	0	0	0	0	0	0	0	0	0	0	0
Igkv2-109	0	0	0	0	0	11	0	0	0	0	0	1
Igkv2-112	0	2	0	0	0	0	0	0	0	0	0	0
Igkv2-113	0	0	0	0	0	0	0	0	0	0	0	0
Igkv2-116	0	0	0	0	0	0	0	0	0	0	0	0
Igkv2-137	0	0	0	0	0	0	0	0	0	0	0	0
Igkv2-93-1	0	0	0	0	0	0	0	0	0	0	0	0
Igkv2-95-1	0	0	0	0	0	0	0	0	0	0	0	0
Igkv2-95-2	0	0	0	0	0	0	0	0	0	0	0	0
Igkv20-101-2	0	0	0	0	0	0	2	0	0	0	0	0
Igkv3-1	0	0	0	0	0	0	1	1	0	0	0	0
Igkv3-10	2	0	0	13	1	0	0	0	0	0	0	0
Igkv3-11	0	0	0	0	0	0	0	0	0	0	0	0
Igkv3-12	6	2	0	0	0	0	0	0	2	0	0	0
Igkv3-12-1	0	0	0	0	0	0	0	0	0	0	0	0
Igkv3-2	0	0	1	0	0	0	0	0	0	0	0	0
Igkv3-3	0	0	0	0	0	0	0	0	0	0	0	0
Igkv3-4	0	0	0	0	0	0	0	0	0	0	0	1
Igkv3-5	0	0	0	0	0	0	0	2	0	0	2	0
Igkv3-6	0	0	0	0	0	0	0	0	0	0	0	0
Igkv3-7	0	4	0	0	0	0	0	0	0	0	0	0
Igkv3-8	0	0	0	0	0	0	0	0	0	0	0	1
Igkv3-9	0	0	0	0	0	0	0	0	0	0	1	0
Igkv4-50	0	0	0	0	0	0	0	0	4	0	0	0
Igkv4-51	0	0	0	0	0	0	0	0	0	0	0	0
Igkv4-53	0	0	0	0	0	0	0	0	4	3	0	0
Igkv4-54	0	0	0	0	0	0	2	0	0	0	0	0
Igkv4-55	0	0	0	0	0	0	0	0	0	0	0	0
Igkv4-56	0	0	0	0	0	0	0	0	0	0	0	1
Igkv4-57	1	1	0	0	0	0	0	0	0	0	0	0
Igkv4-57-1	2	0	0	0	0	0	0	0	0	0	0	1
Igkv4-58	0	1	3	0	0	0	0	0	2	1	0	0
Igkv4-59	2	5	1	0	0	2	0	1	0	0	0	3
Igkv4-60	0	0	0	0	0	0	0	0	0	1	0	0
Igkv4-61	3	2	0	0	0	0	3	0	0	0	0	0
Igkv4-62	0	0	0	0	0	8	0	0	0	0	0	4
Igkv4-63	0	0	0	0	0	0	0	1	2	0	0	0
Igkv4-65	0	0	0	0	0	0	0	0	0	0	0	0
Igkv4-68	0	1	0	0	0	0	0	0	0	1	0	0
Igkv4-69	0	0	0	0	0	0	0	0	1	0	1	0
Igkv4-70	0	0	0	0	0	0	0	0	0	0	0	0
Igkv4-71	0	0	0	0	0	0	0	0	0	0	0	0
Igkv4-72	8	0	2	0	0	0	2	0	0	0	3	0
Igkv4-73	0	0	0	0	0	0	0	0	0	0	0	0
Igkv4-74	0	0	0	0	0	0	0	0	0	0	0	0
Igkv4-75	0	0	0	0	1	0	0	0	0	0	0	0
Igkv4-77	0	0	0	0	0	0	0	0	0	0	0	0
Igkv4-78	0	0	0	0	1	0	0	0	0	2	0	0
Igkv4-79	0	0	0	0	0	0	0	0	0	2	0	0
Igkv4-80	1	0	0	0	0	3	0	0	3	0	0	0
Igkv4-81	0	0	0	0	0	0	0	0	0	0	0	0
Igkv4-83	0	0	0	0	0	0	0	0	0	0	0	0
Igkv4-86	3	0	4	0	0	0	0	0	0	1	0	0
Igkv4-90	3	0	0	0	0	0	0	0	0	0	0	0
Igkv4-91	0	2	0	0	0	0	0	0	2	0	0	1
Igkv4-92	0	0	0	0	0	0	0	0	0	0	0	0
Igkv5-37	0	0	0	0	0	0	0	0	0	0	0	1
Igkv5-39	1	0	0	0	0	0	0	0	0	2	0	1
Igkv5-40-1	0	0	0	0	0	0	0	0	0	0	0	2
Igkv5-43	0	0	4	0	0	0	0	0	5	2	0	0
Igkv5-45	3	0	0	0	0	0	0	0	0	0	0	1
Igkv5-48	12	2	0	0	0	8	0	0	1	1	3	1
Igkv6-13	0	2	0	0	0	0	0	0	0	0	0	0
Igkv6-14	0	3	0	0	0	0	0	0	0	0	0	1
Igkv6-15	12	0	1	0	0	9	0	0	2	0	0	0
Igkv6-17	0	9	0	0	0	0	0	0	6	2	0	0
Igkv6-20	2	0	0	0	0	0	0	0	0	1	0	0
Igkv6-23	6	0	0	0	0	0	0	5	0	1	0	0
Igkv6-25	0	0	0	0	0	0	0	0	0	1	0	0
Igkv6-29	0	0	0	0	0	0	0	0	0	0	0	0
Igkv6-32	5	0	2	0	0	0	0	0	0	0	0	1
Igkv7-33	0	0	2	0	0	0	0	0	0	1	0	0
Igkv8-16	0	0	0	0	0	0	0	0	0	0	0	0
Igkv8-18	0	0	0	0	0	0	0	0	0	0	0	0
Igkv8-19	0	0	0	0	0	0	0	0	0	0	0	1
Igkv8-21	11	8	1	0	0	0	0	0	1	1	0	0
Igkv8-22	0	0	0	0	0	0	0	0	0	0	0	0
Igkv8-24	0	1	0	0	0	0	0	1	0	1	0	0
Igkv8-26	0	0	0	0	0	0	0	0	0	0	0	0
Igkv8-27	0	0	0	0	0	0	0	0	0	0	0	0
Igkv8-28	0	3	0	0	0	0	0	0	0	1	0	0
Igkv8-30	0	0	2	0	0	7	0	0	9	0	0	1
Igkv8-31	0	0	0	0	0	0	0	0	0	0	0	0
Igkv8-34	0	0	0	0	0	0	0	0	0	0	0	0
Igkv9-119	0	0	0	0	0	0	0	0	0	1	0	0
Igkv9-120	1	0	0	0	0	10	0	0	6	1	0	1
Igkv9-123	0	0	0	0	0	0	0	0	1	0	0	0
Igkv9-124	3	0	0	21	0	0	0	0	0	0	0	0
Igkv9-128	0	0	0	0	0	0	0	0	0	0	0	0
Igkv9-129	0	0	0	0	0	0	0	0	0	0	0	0
Iglc1	5	4	3	0	0	11	0	2	3	2	0	9
Iglc2	7	4	2	0	0	0	0	0	4	0	0	1
Iglc3	0	2	0	0	0	0	0	0	4	0	0	1
Iglc4	0	0	0	0	0	0	0	0	0	0	0	0
Iglj1	0	0	0	0	0	0	0	0	0	0	0	0
Iglj2	0	0	0	0	0	0	0	0	0	0	0	0
Iglj3	0	0	0	0	0	0	0	0	0	0	0	0
Iglj3p	0	0	0	0	0	0	0	0	0	0	0	0
Iglj4	0	0	0	0	0	0	0	0	0	0	0	0
Igll1	6	0	1	0	0	0	0	0	0	1	2	3
Iglon5	4	25	10	38	31	9	18	15	14	34	10	21
