symbol	P4970_SR_1	P4970_SR_2	P4970_SR_3	P4970_SR_4	P4970_SR_5	P4970_SR_6	P4970_SR_7	P4970_SR_9	P4970_SR_10	P4970_SR_11	P4970_SR_12	P4970_SR_13	P4970_SR_14
AC004595.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004603.4	0	0	0	0	0	0	0	21	0	12	0	0	0
AC004623.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004637.1	20	8	20	9	29	6	18	7	40	12	35	7	7
AC004655.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004656.1	0	0	0	4	0	0	0	0	0	0	7	0	3
AC004673.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004691.5	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004692.4	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004692.5	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004699.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004702.2	0	14	0	23	0	5	8	0	7	0	11	0	8
AC004706.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004744.3	0	0	0	0	3	0	0	0	5	0	2	0	4
AC004745.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004769.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004771.1	0	5	0	0	0	0	0	0	0	10	0	0	4
AC004775.5	0	12	0	6	0	0	0	0	0	0	3	0	10
AC004791.2	0	0	0	0	6	0	0	0	0	0	0	0	4
AC004797.1	2	0	17	3	1	4	7	4	0	27	6	10	11
AC004812.1	0	14	0	15	0	0	0	0	28	0	5	0	0
AC004817.1	0	3	0	0	0	0	0	0	0	6	0	0	0
AC004824.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004824.2	0	9	23	21	0	0	39	37	14	29	19	11	13
AC004832.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004837.3	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004837.4	0	0	0	0	14	0	0	0	0	0	0	0	0
AC004837.5	49	5	39	6	17	0	37	16	0	3	10	15	15
AC004840.8	0	0	3	0	0	0	0	0	0	0	0	0	0
AC004840.9	3	19	0	57	19	164	26	0	67	24	80	3	11
AC004851.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004851.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004854.4	7	23	0	3	9	0	6	0	0	0	0	0	0
AC004854.5	0	0	0	0	3	0	9	0	0	0	5	0	0
AC004862.6	0	0	0	0	0	0	0	0	0	0	0	1	0
AC004866.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004866.3	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004869.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004869.3	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004870.3	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004870.4	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004870.5	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004875.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004878.2	0	0	5	0	0	0	0	0	8	0	0	0	0
AC004878.3	0	0	0	0	0	0	0	0	0	0	1	0	0
AC004878.5	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004878.6	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004878.7	0	0	11	15	0	1	0	0	0	0	4	0	5
AC004878.8	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004889.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004893.10	0	17	0	24	44	29	17	0	22	10	28	41	30
AC004893.11	82	173	47	196	181	227	123	19	300	110	233	37	194
AC004895.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004895.4	0	0	8	0	0	0	0	0	0	16	3	0	0
AC004899.1	1	0	0	0	0	0	0	0	0	0	0	0	0
AC004899.3	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004901.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004906.3	0	0	1	0	0	25	0	0	0	0	3	0	0
AC004911.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004917.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004920.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004920.3	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004924.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004938.5	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004941.3	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004941.5	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004943.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004945.1	0	0	0	0	0	0	6	0	0	0	0	0	0
AC004947.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004951.5	0	46	6	64	13	3	4	0	17	0	45	0	16
AC004951.6	16	6	11	74	12	53	18	0	134	0	69	20	39
AC004967.7	31	8	2	47	81	95	19	0	75	15	46	10	17
AC004969.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004980.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004980.10	0	0	0	0	5	0	0	7	8	8	9	0	5
AC004980.11	0	1	5	0	0	0	9	0	14	12	2	0	9
AC004980.7	176	62	451	179	146	105	205	151	269	460	176	99	100
AC004980.8	0	0	0	0	0	0	0	0	14	0	0	0	2
AC004980.9	3	2	11	0	7	0	5	0	29	0	0	0	0
AC004985.12	0	0	0	0	7	0	0	0	11	0	2	1	10
AC004987.10	0	0	0	0	0	0	0	0	0	0	0	0	0
AC004987.9	0	9	0	11	0	13	14	0	0	6	21	0	13
AC004988.1	26	0	9	9	0	0	20	15	0	23	0	13	0
AC005000.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005000.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005000.3	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005000.4	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005003.1	6	13	2	30	0	22	23	9	18	88	5	8	18
AC005007.3	0	7	0	0	6	0	0	0	0	0	13	0	0
AC005008.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005008.3	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005009.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005009.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005013.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005013.5	0	0	0	0	0	0	0	0	0	0	1	0	0
AC005014.5	12	0	0	7	0	0	0	8	0	0	2	0	8
AC005017.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005019.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005019.3	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005020.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005022.1	8	0	0	0	0	0	0	0	0	0	0	0	0
AC005027.3	58	0	42	0	0	0	16	58	0	29	4	18	0
AC005029.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005033.6	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005034.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005034.3	0	0	0	6	0	21	6	0	21	0	1	0	6
AC005037.1	0	0	22	11	6	0	47	25	0	32	3	22	1
AC005037.2	0	0	0	0	0	0	0	6	0	0	0	0	0
AC005037.3	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005037.4	13	12	47	0	37	8	7	12	29	20	10	19	10
AC005037.6	5	0	13	8	0	9	0	1	0	16	10	0	0
AC005040.3	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005041.11	0	0	0	0	0	0	0	0	0	0	1	0	1
AC005041.17	0	5	0	15	2	5	0	14	12	20	24	0	0
AC005042.2	0	13	6	18	0	10	14	0	32	0	17	0	1
AC005042.3	0	0	0	0	0	2	22	0	0	0	0	0	0
AC005042.4	1	9	11	8	0	3	7	0	51	4	15	2	7
AC005042.5	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005048.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005062.2	11	0	0	0	10	5	0	0	0	8	1	0	0
AC005071.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005076.5	0	0	0	0	11	8	29	7	0	9	7	0	2
AC005077.12	0	0	0	0	0	0	7	6	0	3	0	0	0
AC005077.14	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005077.5	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005077.7	11	0	3	0	0	0	0	0	0	30	0	0	10
AC005077.8	0	0	4	0	0	0	0	9	0	0	2	0	0
AC005077.9	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005082.1	0	0	0	0	0	0	0	0	0	0	2	0	0
AC005082.12	9	28	4	18	28	5	17	0	11	0	19	0	24
AC005083.1	27	9	98	0	49	12	139	82	0	94	3	21	0
AC005086.1	4	16	3	19	10	16	8	13	0	12	15	7	23
AC005086.2	12	0	8	9	0	0	29	0	32	0	18	6	9
AC005086.3	8	27	16	12	8	7	18	9	13	19	29	83	29
AC005086.4	0	10	0	41	0	0	6	0	22	14	10	31	5
AC005086.5	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005086.6	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005086.7	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005086.8	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005088.1	19	6	0	0	0	0	0	9	0	0	5	0	3
AC005088.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005094.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005102.1	5	0	12	5	8	0	10	0	1	0	0	23	0
AC005104.3	0	8	6	19	15	30	12	0	27	15	5	0	11
AC005105.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005150.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005152.3	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005154.6	320	1235	731	2619	467	1142	724	612	2543	494	2197	571	1243
AC005154.7	0	30	9	57	24	43	12	0	95	11	84	16	25
AC005154.8	0	6	9	19	0	5	7	0	63	0	33	4	11
AC005159.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005160.3	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005161.1	0	0	0	0	0	0	0	0	0	0	0	0	2
AC005162.4	0	48	0	57	0	23	13	3	47	0	49	12	23
AC005162.5	0	7	8	0	0	7	0	0	0	0	7	5	2
AC005176.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005176.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005176.3	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005178.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005189.6	5	3	0	3	7	4	0	0	15	0	5	0	10
AC005195.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005197.2	0	0	0	0	0	0	0	0	0	5	0	0	0
AC005215.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005220.3	0	0	0	4	0	0	0	0	0	0	0	0	0
AC005224.2	0	6	2	7	8	0	2	0	23	0	19	2	6
AC005229.1	14	61	25	34	26	23	53	1	14	13	14	7	10
AC005229.5	12	0	3	0	0	0	14	0	0	3	0	17	0
AC005229.7	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005235.1	0	0	8	0	0	0	0	0	0	0	0	0	0
AC005237.2	0	0	0	0	7	0	0	0	0	0	0	0	0
AC005237.4	0	4	0	22	5	39	0	0	50	0	17	0	1
AC005253.2	35	0	79	83	9	40	63	36	53	45	52	42	17
AC005253.4	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005255.3	9	32	0	10	2	17	20	0	0	13	13	7	30
AC005255.5	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005255.6	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005256.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005262.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005262.3	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005262.4	0	0	0	0	0	0	6	0	0	4	0	0	0
AC005264.2	182	76	316	98	58	47	226	92	16	217	119	152	185
AC005276.1	0	0	0	0	0	0	6	0	0	0	0	0	0
AC005280.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005281.1	0	0	9	0	0	0	0	0	0	0	0	0	0
AC005281.2	0	0	0	0	0	0	7	0	0	13	0	0	0
AC005284.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005288.1	0	0	0	3	0	0	0	0	0	0	15	0	1
AC005300.5	0	24	0	16	0	11	0	0	42	0	12	0	6
AC005301.8	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005304.1	0	0	0	0	0	0	13	0	0	0	0	0	0
AC005306.3	0	20	1	18	7	4	22	0	0	11	30	14	4
AC005307.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005307.3	0	4	0	7	0	0	0	0	0	0	3	0	0
AC005324.6	0	0	0	0	0	0	0	0	0	0	0	1	0
AC005324.7	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005326.2	10	0	0	0	7	10	3	0	0	0	0	1	0
AC005329.7	0	7	0	3	0	0	0	0	0	0	7	0	14
AC005330.2	0	0	0	0	0	0	13	0	0	0	0	0	0
AC005336.4	1	0	0	0	0	1	0	0	0	0	0	0	5
AC005336.5	0	9	0	5	0	0	0	0	0	0	0	0	0
AC005339.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005351.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005355.1	0	0	3	0	0	0	0	23	0	22	4	0	0
AC005355.2	0	0	0	0	0	0	0	0	17	0	0	0	0
AC005356.1	0	4	0	0	0	0	0	0	0	13	1	0	0
AC005357.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005358.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005358.3	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005363.9	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005370.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005375.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005387.2	0	2	4	4	0	7	7	17	0	0	10	0	14
AC005387.3	0	8	4	14	0	11	0	0	17	11	4	0	2
AC005391.2	13	11	6	5	0	0	7	0	0	4	14	0	12
AC005392.13	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005394.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005399.1	2	33	0	34	0	17	0	0	22	0	33	0	29
AC005477.1	0	0	0	0	9	0	0	0	0	0	0	0	0
AC005481.5	0	1	0	0	0	0	8	0	0	1	0	0	0
AC005484.5	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005487.2	0	0	3	0	0	0	5	25	0	29	0	6	0
AC005488.1	0	3	0	4	0	4	0	0	2	8	2	0	4
AC005488.11	0	9	0	4	1	0	0	0	0	2	7	0	2
AC005493.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005498.3	0	0	0	0	0	0	0	0	0	0	1	0	0
AC005498.4	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005513.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005517.3	4	12	0	15	5	6	7	0	7	0	7	0	1
AC005518.2	0	0	0	0	0	0	0	0	0	0	0	1	0
AC005519.4	12	5	3	8	3	19	15	4	0	0	15	0	3
AC005522.6	0	0	0	0	0	0	0	0	0	0	2	0	0
AC005522.7	0	23	18	13	10	14	10	0	32	0	4	8	4
AC005523.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005523.3	0	0	2	0	0	2	10	13	0	21	3	5	0
AC005532.5	0	0	0	2	11	22	26	5	17	27	16	0	7
AC005534.6	0	7	0	0	1	0	9	0	0	0	0	0	3
AC005534.8	0	12	0	8	0	20	4	0	25	0	7	0	2
AC005537.2	0	0	0	0	6	0	0	0	0	0	0	0	0
AC005538.5	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005539.2	0	0	0	0	0	0	0	0	0	0	0	1	0
AC005540.3	138	125	196	89	113	54	236	254	35	119	72	96	128
AC005544.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005546.2	7	2	14	7	13	0	0	0	0	17	17	0	11
AC005549.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005549.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005549.3	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005550.3	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005550.4	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005550.5	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005559.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005559.3	0	0	11	0	0	0	0	3	20	53	0	0	0
AC005562.1	0	19	14	7	6	17	7	0	20	60	21	0	6
AC005588.2	0	0	0	0	13	0	0	0	0	0	0	0	0
AC005592.1	0	0	0	0	0	0	28	0	0	0	1	0	0
AC005592.2	0	0	0	0	0	0	0	4	0	12	0	0	0
AC005592.3	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005594.3	27	32	13	12	0	13	30	0	67	13	60	30	20
AC005597.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005606.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005606.14	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005606.15	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005609.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005609.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005609.3	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005614.3	0	0	0	0	0	0	0	0	0	0	3	0	0
AC005614.5	0	13	0	0	0	0	13	0	12	9	3	0	6
AC005616.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005616.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005618.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005618.6	0	0	0	1	0	2	0	0	0	0	0	0	0
AC005621.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005624.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005625.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005626.3	0	0	5	0	0	0	0	0	0	0	0	0	0
AC005631.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005682.5	14	7	35	24	100	92	10	19	21	24	39	20	4
AC005682.6	7	0	14	0	33	16	22	4	15	6	5	8	7
AC005682.7	0	0	0	0	0	0	0	12	0	0	3	0	0
AC005682.8	0	0	0	0	16	4	0	0	0	24	11	3	1
AC005686.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005701.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005702.1	0	0	3	0	0	0	0	0	0	0	0	0	2
AC005702.2	1	0	0	1	0	0	0	0	0	0	0	0	0
AC005702.3	0	2	0	2	0	1	7	0	0	0	0	11	0
AC005702.4	0	1	0	0	0	25	0	0	0	0	0	0	1
AC005703.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005703.3	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005722.4	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005725.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005730.2	0	0	0	0	0	0	0	0	0	0	2	0	0
AC005740.3	0	0	5	0	0	0	0	0	0	0	0	0	0
AC005740.4	0	0	0	0	0	0	0	0	0	0	1	0	0
AC005740.5	0	0	0	4	2	0	0	0	1	6	9	0	3
AC005740.6	12	0	0	8	0	3	0	7	0	14	14	0	0
AC005741.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005754.7	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005754.8	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005757.6	0	1	0	0	0	0	9	0	0	0	6	0	3
AC005757.7	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005758.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005772.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005775.2	0	0	0	0	0	0	0	0	0	0	2	0	0
AC005776.1	5	14	41	12	8	5	31	24	1	4	27	25	18
AC005777.3	0	0	10	0	0	0	0	0	0	0	0	0	0
AC005779.1	0	0	1	0	0	0	0	17	0	0	3	0	2
AC005779.2	0	0	0	0	0	0	1	0	0	0	0	0	0
AC005780.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005783.1	0	0	0	0	0	0	0	0	0	0	4	0	0
AC005785.2	19	49	16	112	40	34	47	6	75	32	95	46	65
AC005786.3	0	0	0	0	0	8	1	17	0	7	1	0	0
AC005786.5	8	0	7	0	0	0	40	23	0	6	0	0	1
AC005786.7	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005789.11	0	0	6	0	0	0	0	0	22	0	0	0	1
AC005789.9	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005794.1	0	0	0	0	0	0	0	0	0	6	0	0	0
AC005795.1	84	69	67	90	48	53	160	25	66	103	85	125	86
AC005808.3	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005822.1	34	51	19	75	84	73	58	33	39	0	42	5	82
AC005831.1	0	14	0	33	0	23	12	0	24	12	20	0	19
AC005838.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005841.1	0	31	3	31	0	17	0	0	40	7	43	0	6
AC005863.1	0	0	0	0	0	0	0	0	0	0	0	1	0
AC005863.2	0	0	0	0	0	0	0	0	0	0	0	1	0
AC005884.1	0	0	0	0	1	0	0	0	0	0	0	0	0
AC005926.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005932.1	0	3	19	11	17	0	5	10	9	48	6	0	15
AC005943.4	9	5	0	23	0	0	0	0	27	0	9	0	11
AC005943.5	0	2	0	2	27	0	7	0	35	20	8	0	0
AC005944.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005954.3	0	0	0	0	0	6	0	0	18	0	0	0	0
AC005954.4	0	0	0	0	0	0	0	0	0	0	0	0	0
AC006000.5	0	0	0	0	0	0	0	0	0	0	0	0	0
AC006001.1	21	13	1	0	29	0	0	0	0	8	13	109	26
AC006003.3	0	0	0	0	0	0	0	0	10	0	0	0	0
AC006004.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC006007.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC006011.4	0	0	0	0	0	0	0	0	0	0	0	0	0
AC006014.1	0	1	1	3	7	4	0	2	14	1	6	0	0
AC006014.10	0	0	0	0	0	0	0	0	0	0	1	0	0
AC006014.7	0	0	0	0	0	0	0	0	0	0	0	0	0
AC006014.8	0	0	0	7	0	7	8	0	11	5	8	0	3
AC006019.3	0	0	0	0	0	0	0	0	0	0	0	0	0
AC006019.4	0	0	0	0	0	0	0	0	0	0	0	0	0
AC006022.4	0	0	0	0	0	0	0	0	0	0	0	0	0
AC006023.8	0	0	0	0	0	0	0	0	0	7	0	0	0
AC006024.4	0	0	0	0	0	0	0	0	0	0	3	0	0
AC006026.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC006026.10	0	0	0	1	0	17	0	0	31	0	11	0	3
AC006026.12	0	0	0	0	0	0	0	0	0	0	0	0	0
AC006026.13	0	0	0	0	0	0	5	0	0	0	1	0	6
AC006026.9	0	0	0	0	13	1	9	0	0	0	0	0	1
AC006028.11	20	14	0	8	15	16	36	12	9	4	17	4	11
AC006033.22	0	0	9	0	8	0	2	0	0	0	1	0	3
AC006035.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC006037.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC006041.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC006042.6	0	0	0	6	0	0	0	0	0	0	2	0	1
AC006042.7	0	0	0	2	0	0	6	0	21	7	2	2	0
AC006042.8	15	9	0	17	30	41	9	12	11	5	19	0	6
AC006045.3	0	0	0	0	0	0	0	0	0	0	0	0	0
AC006050.2	0	0	0	0	0	0	11	0	0	61	0	0	0
AC006070.12	0	0	0	0	0	0	0	0	0	0	0	0	0
AC006076.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC006077.4	0	0	0	0	0	0	0	0	0	0	1	0	5
AC006080.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC006111.1	0	0	1	0	0	0	0	0	12	0	10	16	0
AC006115.1	0	0	0	0	0	0	0	1	0	0	0	0	0
AC006115.3	0	0	0	0	0	3	0	0	0	0	0	0	0
AC006115.6	0	0	0	0	0	0	0	0	0	0	0	0	0
AC006116.1	0	6	0	0	0	0	0	0	0	0	0	0	0
AC006116.12	0	0	0	0	0	16	0	0	14	0	8	0	0
AC006116.13	0	0	0	0	0	0	0	0	0	0	0	0	2
AC006116.14	0	0	0	0	0	0	0	0	0	0	0	0	0
AC006116.15	0	0	0	0	0	0	0	0	0	0	0	1	0
AC006116.17	0	0	2	2	20	0	33	24	0	14	14	0	0
AC006116.19	0	14	42	5	23	3	4	15	0	7	6	23	5
AC006116.20	16	9	78	62	118	24	10	55	73	27	73	12	5
AC006116.21	0	0	0	0	6	0	0	0	0	0	0	0	0
AC006116.22	3	20	4	4	13	0	16	0	0	12	1	0	6
AC006116.24	0	0	0	0	0	3	0	0	0	0	0	0	0
AC006116.27	0	0	0	0	0	0	0	0	0	0	0	0	0
AC006126.3	0	0	0	0	7	0	0	0	0	0	0	0	0
AC006126.4	0	0	0	0	0	0	0	0	0	0	0	0	0
AC006129.1	26	8	229	95	183	7	535	463	0	457	61	126	19
AC006129.2	0	0	0	24	47	145	3	4	7	0	39	0	0
AC006129.4	1	0	17	0	62	14	36	28	0	23	6	0	0
AC006130.1	0	0	0	0	0	0	0	0	0	0	1	0	3
AC006130.3	0	0	4	5	0	0	0	0	0	0	1	0	2
AC006130.4	0	0	0	0	0	0	0	0	0	0	0	0	0
AC006133.3	0	0	0	0	0	0	0	0	0	0	0	0	0
AC006145.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC006150.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC006150.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC006153.3	0	0	0	0	0	0	0	0	0	0	0	0	0
AC006156.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC006156.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC006159.3	0	0	0	0	0	0	0	6	0	0	0	0	0
AC006159.4	0	0	0	0	0	0	0	0	0	0	0	3	0
AC006159.5	0	0	0	0	0	0	0	0	0	0	0	0	0
AC006160.5	10	52	36	27	8	16	65	116	33	166	60	57	22
AC006195.2	0	15	0	0	0	0	10	0	0	5	12	0	5
AC006196.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC006227.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC006262.10	0	0	0	0	0	0	0	0	0	0	0	0	0
AC006262.4	0	0	4	0	0	0	9	0	0	0	0	0	0
AC006262.5	0	0	0	0	0	0	5	0	0	0	0	0	0
AC006262.6	0	0	0	0	9	0	0	0	0	0	2	1	0
AC006272.1	18	0	17	0	0	0	4	0	0	0	9	10	0
AC006272.2	23	0	7	0	0	0	21	5	0	0	2	0	0
AC006273.4	0	0	0	0	0	0	0	3	0	0	0	0	0
AC006273.5	0	0	0	0	0	0	0	0	0	0	0	0	0
AC006273.7	0	0	0	0	0	0	0	0	0	0	0	0	0
AC006277.2	0	0	0	3	0	0	0	0	0	0	3	0	0
AC006296.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC006296.2	0	0	0	0	0	0	0	0	0	0	0	0	0
AC006322.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC006326.3	0	0	0	0	0	0	0	0	0	0	0	0	0
AC006326.5	0	0	0	0	0	0	0	0	0	0	0	0	0
AC006328.1	0	0	0	0	0	0	0	0	0	0	0	0	0
AC006328.9	0	0	0	0	0	0	0	0	0	0	0	0	0
